醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5903250381,大樹美村藥局,臺中市南區美村南路１２４號,120.667,24.11499,(04)22621113,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販售時間：14:00 - 16:00
5903250443,千美台安藥局,臺中市南區美村南路２６３號,120.6666,24.11426,(04)22602101,羅氏家用新冠病毒抗原自我檢測套組,49,2022/04/28 14:00:33,周一到周日，下午3:00發放號碼牌，開始販售防疫口罩
5903250505,心安藥局,臺中市南區國光路２４１號１樓,120.6794,24.12676,(04)22858773,羅氏家用新冠病毒抗原自我檢測套組,75,2022/04/28 14:00:33,只有週二至週五，上午9點-11點，販賣口罩，週日店休
5903250550,旭康藥局,臺中市南區台中路３８０號１樓,120.6841,24.12652,(04)22857372,羅氏家用新冠病毒抗原自我檢測套組,23,2022/04/28 14:00:33,實名制快篩販售時間下午1:30~晚上11:00
5903250578,樂碩藥局,臺中市南區建國南路一段２５９號１樓,120.6583,24.12491,(04)22601288,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,防疫快篩試劑15:00開賣，售完為止，庫存依現場為主.
5903250603,尚尚藥局,臺中市南區美村南路１９７號１樓,120.6666,24.11516,(04)22606831,羅氏家用新冠病毒抗原自我檢測套組,73,2022/04/28 14:00:33,無
5903250658,田園藥局,臺中市南區學府路１６０號１樓,120.6742,24.12909,(04)22220605,羅氏家用新冠病毒抗原自我檢測套組,75,2022/04/28 14:00:33,無
5903260341,台中漢口藥局,臺中市北區漢口路３段１８３號,120.6711,24.16703,(04)22936166,羅氏家用新冠病毒抗原自我檢測套組,73,2022/04/28 14:00:33,實名制口罩販售時間：禮拜一~日下午14:00~下午16:00
5903260449,喜樂藥局,臺中市北區中清路１段３１號,120.677,24.1529,(04)22060423,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5903260501,瑞鋒藥師藥局,臺中市北區育德路１６號,120.6795,24.15763,(04)22020786,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,依排班人力，周一至周六早上10點半或下午2點發號碼牌
5903260627,明曜藥局,臺中市北區北平路二段１９０號１樓,120.6784,24.17117,(04)22916775,羅氏家用新冠病毒抗原自我檢測套組,43,2022/04/28 14:00:33,無
5903260654,康新藥局,臺中市北區五權路２３２號,120.677,24.15078,(04)22020008,羅氏家用新冠病毒抗原自我檢測套組,23,2022/04/28 14:00:33,無
5903260663,佑全台中五權藥局,臺中市北區五權路４９６號,120.6833,24.15329,(04)22080702,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,無
5903260707,新藥林藥局,臺中市北區健行路４４５－５號１樓,120.6803,24.15896,(04)22053458,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,無
5903260743,黎明安德藥局,臺中市北區中清路１段８５２號１樓,120.6718,24.17295,(04)22956098,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,禮拜四公休、禮拜日下午2點開始營業
5903260798,光恒藥局,臺中市北區五權路２６１號１樓,120.6767,24.15097,(04)22068638,羅氏家用新冠病毒抗原自我檢測套組,18,2022/04/28 14:00:33,快篩 周一到周六早上8:00到12:00 開放購買
5903260832,維康學士藥局,臺中市北區學士路１９號１樓,120.6822,24.15384,(04)22080545,羅氏家用新冠病毒抗原自我檢測套組,18,2022/04/28 14:00:33,無
5903260878,927達霖藥師藥局,臺中市北區中華路二段２０１號１樓,120.6822,24.15278,(04)22060030,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903260912,莒光藥局,臺中市北區錦南街１２號１樓,120.6886,24.15399,(04)22336663,羅氏家用新冠病毒抗原自我檢測套組,28,2022/04/28 14:00:33,無
5903260967,正尚藥局,臺中市北區榮華街１６６號１樓,120.6868,24.16444,(04)22350347,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,實名制快篩18:00發放，周日09:00（若有剩餘）
5903261008,台中大樹藥局,臺中市北區漢口路三段２６１號,120.6726,24.16703,(04)22981113,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903270310,弘福藥師藥局,臺中市西屯區西屯路３段１６６－２１號１樓,120.6159,24.18918,(04)24611916,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,每日15:00發放號碼牌，發完即開始販售（全年無休）
5903270516,中科何藥局,臺中市西屯區福康路４０號,120.6173,24.18421,(04)24612570,羅氏家用新冠病毒抗原自我檢測套組,39,2022/04/28 14:00:33,防疫快篩每日15:00開始販售。（全年無休）
5903270570,百富藥局,臺中市西屯區福上巷１６號,120.6425,24.17577,(04)22970708,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,營業時間（=發快篩&口罩，當日量售完為止） : 週一到週五 9~13+午休+15~21， 週六9~16， 週日9~12／ Line id:.buyfu
5903270614,至善德侑藥局,臺中市西屯區至善路６０號,120.6395,24.17141,(04)24518729,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,每日上午08:00開始發放口罩
5903270721,舒健藥局,臺中市西屯區西屯路二段２５５號２樓,120.6459,24.17179,(04)27077858,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,周一至周六每日晚上7點發號碼牌並依序領口罩。
5903270749,大墩藥局,臺中市西屯區大墩１９街６８號１樓,120.6518,24.15734,(04)23209602,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,每天早上9點開始發號碼牌後依序領口罩。
5903270801,榮友藥局,臺中市西屯區臺灣大道四段１７４２號,120.6024,24.18286,(04)23508392,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5903270810,佑全福星藥局,臺中市西屯區黎明路三段３９５、３９７號,120.639,24.18251,(04)24527465,羅氏家用新冠病毒抗原自我檢測套組,66,2022/04/28 14:00:33,周一至週日下午2:00開始發放口罩，售完為止
5903270847,分子藥局,臺中市西屯區惠來路二段２３６－１號,120.6421,24.16318,(04)22513080,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,口罩發放時間週一至週六早上10點起售完為止
5903270865,尚禾藥局,臺中市西屯區青海路一段６５號,120.6548,24.16438,(04)23147688,羅氏家用新冠病毒抗原自我檢測套組,39,2022/04/28 14:00:33,無
5903270874,熊健康藥局,臺中市西屯區太原路一段２３２號,120.6632,24.16394,(04)23163505,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制販售時間: 14:30-15:30 ，星期日公休。
5903270883,祥和大藥局,臺中市西屯區青海路二段２４０－９號,120.6418,24.17323,(04)27000122,羅氏家用新冠病毒抗原自我檢測套組,15,2022/04/28 14:00:33,口罩販售時間：每日早上10點至夜間10點。
5903270918,全成西屯藥局,臺中市西屯區黎明路三段２２１、２２３號1樓,120.6373,24.17723,(04)24512290,羅氏家用新冠病毒抗原自我檢測套組,73,2022/04/28 14:00:33,每日8:30~21:00販售口罩
5903270936,新元藥局,臺中市西屯區文心路三段５３２號１樓,120.6659,24.17267,(04)23121383,羅氏家用新冠病毒抗原自我檢測套組,7,2022/04/28 14:00:33,固定周一~六13~16點現場排隊買口罩，禮拜天國定假日公休
5903270963,源興大藥局,臺中市西屯區西屯路二段１２號,120.6622,24.16387,(04)23143045,羅氏家用新冠病毒抗原自我檢測套組,42,2022/04/28 14:00:33,口罩販售時間：每日早上9點至售完為止。
5903271022,西屯藥局,臺中市西屯區西屯路三段１５０－４５號１樓,120.621,24.18716,(04)24621822,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販賣時段：14:00 - 16:00
5903271031,美十樂中科藥局,臺中市西屯區西屯路三段１６６－６５號１樓,120.6129,24.19035,(04)24610219,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,固定周一至周日10:00開始販售口罩
5903271059,安德藥局,臺中市西屯區福康路１７號１樓,120.6165,24.1833,(04)24638302,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,實名制快篩下午2:00開始販售（請排隊自備現金不找零）
5903271068,西墩藥局,臺中市西屯區黎明路三段２７５、２７７號１樓,120.6373,24.17812,(04)24510770,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販賣時段：14:00 - 16:00
5903271139,百吉藥局,臺中市西屯區青海路一段７１號１樓,120.6547,24.1644,(04)23135698,羅氏家用新冠病毒抗原自我檢測套組,29,2022/04/28 14:00:33,無
5903271157,富康家健保藥局,臺中市西屯區漢成四街８號１樓,120.6652,24.17026,(04)23174741,羅氏家用新冠病毒抗原自我檢測套組,57,2022/04/28 14:00:33,無
5903271175,維康中榮藥局,臺中市西屯區東大路一段１３號１樓,120.6022,24.18315,(04)23593195,羅氏家用新冠病毒抗原自我檢測套組,7,2022/04/28 14:00:33,無
5903271193,何安藥局,臺中市西屯區西屯路二段１０１號Ｂ棟１樓,120.6531,24.16616,(04)23161110,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903271200,甘肅台安藥局,臺中市西屯區甘肅路一段１號１樓,120.6602,24.16453,(04)23160761,羅氏家用新冠病毒抗原自我檢測套組,15,2022/04/28 14:00:33,無
5903271246,柏醫藥局,臺中市西屯區上安路５６號１樓,120.6412,24.17052,(04)24526391,羅氏家用新冠病毒抗原自我檢測套組,65,2022/04/28 14:00:33,無
5903271291,西屯長安藥局,臺中市西屯區成都路３６８號１樓,120.6641,24.17322,(04)22981221,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903271308,祐生藥局,臺中市西屯區文華路３之１號１樓,120.6447,24.17535,(04)24517169,羅氏家用新冠病毒抗原自我檢測套組,62,2022/04/28 14:00:33,無
5903280101,成記大藥局,臺中市南屯區大墩１７街１２３號１樓,120.648,24.15557,(04)23288877,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,實名制快篩下午一點開始販售
5903280165,南屯福倫藥局,臺中市南屯區南屯路２段３１７號,120.6456,24.13754,(04)24758018,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903280325,亞洲連鎖大藥局,臺中市南屯區黎明路２段１３３、１３５號,120.6336,24.15977,(04)23812886,羅氏家用新冠病毒抗原自我檢測套組,54,2022/04/28 14:00:33,無
5903280334,長益藥局,臺中市南屯區忠勇路９９號,120.6155,24.14971,(04)23899383,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,週一至週六下午2點開始發號碼牌並開始販售口罩
5903280450,瑞安藥局,臺中市南屯區大墩路２６１號,120.6497,24.14302,(04)24750818,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,周一到周日每日早上9:00開始，賣完為止，營業至晚上22:00。
5903280521,百康健保藥局,臺中市南屯區黎明路二段３６３號,120.6353,24.15033,(04)22547776,羅氏家用新冠病毒抗原自我檢測套組,75,2022/04/28 14:00:33,周一到周日每日上午8:30到晚上22:30
5903280549,仁幼藥局,臺中市南屯區黎明東街２２９號１樓,120.6367,24.1482,(04)23809162,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903280576,佑全黎明藥局,臺中市南屯區黎明路２段２６６號,120.6359,24.14816,(04)23805560,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,口罩販賣時間:每天早上八點到晚上八點
5903280585,康得藥局,臺中市南屯區向上路三段４５號,120.6354,24.14623,(04)23820981,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5903280656,熊大心藥局,臺中市南屯區河南路四段３７６號,120.6369,24.15208,(04)22516252,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,周一至周六，每天下午15:00-16:00販售實名制快篩
5903280745,亨宇藥局,臺中市南屯區東興路二段２９－２號１樓,120.6529,24.13688,(04)24711206,羅氏家用新冠病毒抗原自我檢測套組,59,2022/04/28 14:00:33,無
5903280781,美十樂藥局,臺中市南屯區東興路二段２７９號１樓,120.6528,24.1437,(04)24710219,羅氏家用新冠病毒抗原自我檢測套組,15,2022/04/28 14:00:33,持健保卡現領，共200份成人，20份兒童。發完為止
5903280807,大樹南屯藥局,臺中市南屯區向上路一段６４３號１樓,120.6486,24.14659,(04)24758887,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903280889,精科藥局,臺中市南屯區嶺東路３２１號１樓,120.6106,24.14513,(04)23806288,羅氏家用新冠病毒抗原自我檢測套組,36,2022/04/28 14:00:33,快篩發放～早上9：30-10：30   下午4：30-5：30
5903280898,佑全台中忠勇藥局,臺中市南屯區忠勇路５１－８號１樓,120.614,24.14376,(04)23803282,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,無
5903280914,豐樹藥局,臺中市南屯區黎明路一段６３號１樓,120.6258,24.11362,(04)24792098,羅氏家用新冠病毒抗原自我檢測套組,42,2022/04/28 14:00:33,販售快篩時間 早上9:00～10：00   晚上8：00~9:00
5903290045,康美得藥局,臺中市北屯區昌平路１段１０５－８號,120.6903,24.17373,(04)22467128,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,下午2:30開始販售實名制快篩，W日公休
5903290063,承恩藥局,臺中市北屯區北屯路４４１－１號１樓,120.7008,24.17977,(04)22467857,羅氏家用新冠病毒抗原自我檢測套組,37,2022/04/28 14:00:33,實名制快篩販售時間為早上11點開始（12:00-15:00中午休息） ； 星期六休息
5903290312,大連大愛藥局,臺中市北屯區大連路２段２２１號,120.6883,24.17579,(04)22428899,羅氏家用新冠病毒抗原自我檢測套組,35,2022/04/28 14:00:33,發放快篩時間:  早上9:30~10:00 下午17:00~17:30
5903290518,佳美藥局,臺中市北屯區東山路１段２６５號１樓,120.7184,24.17583,(04)24363658,羅氏家用新冠病毒抗原自我檢測套組,54,2022/04/28 14:00:33,4／28.4／29 快篩下午4點開始販售
5903290607,敦化小林健保藥局,臺中市北屯區敦化路１段６６８號,120.6643,24.18593,(04)24261881,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,每日早上8:00領號碼牌，16:30再回藥局領口罩（全年無休）
5903290625,又昌中西健保藥局,臺中市北屯區東山路１段２２３號,120.7152,24.17452,(04)24375716,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903290689,大德安藥局,臺中市北屯區景賢路２３６號,120.7241,24.16701,(04)24378351,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,口罩代售時間從週一到週六09:00~現場排隊售完為止星期日早上10:00起至售完為止
5903290750,長幼藥局,臺中市北屯區崇德路二路二段１５７號１樓,120.6853,24.17329,(04)22426767,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,防疫口罩於每天早上9點整開賣，採現場排隊無號碼牌，賣完為止
5903290778,博宇藥局,臺中市北屯區北屯路３８５之１號,120.6979,24.17193,(04)22341479,羅氏家用新冠病毒抗原自我檢測套組,37,2022/04/28 14:00:33,快篩試劑10:00現場販售、售完為止。
5903290830,齊方藥局,臺中市北屯區四平路３９號,120.6708,24.17885,(04)22912192,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,無
5903290849,新盛藥局,臺中市北屯區松竹路二段１５７號１樓,120.6959,24.18312,(04)22467779,羅氏家用新冠病毒抗原自我檢測套組,15,2022/04/28 14:00:33,下午2:30至830賣口罩固定週一至週六依序排隊
5903290876,北屯軍功藥局,臺中市北屯區軍功路一段７５２號,120.7193,24.17513,(04)24375111,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販售時間：14:00 - 16:00
5903290894,豐禾藥局,臺中市北屯區同榮路１６３號,120.6618,24.19589,(04)24260588,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903290929,微笑藥局,臺中市北屯區昌平路一段３１８號１樓,120.6907,24.17344,(04)22432699,羅氏家用新冠病毒抗原自我檢測套組,61,2022/04/28 14:00:33,無
5903290965,崇德藥局,臺中市北屯區崇德路二段３１號,120.685,24.16962,(04)22361331,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5903290974,興安永佳藥局,臺中市北屯區興安路一段３３３號１樓,120.6944,24.17431,(04)22437876,羅氏家用新冠病毒抗原自我檢測套組,56,2022/04/28 14:00:33,下午2點發號碼牌，直接販賣口罩
5903290983,祥和藥局,臺中市北屯區太原路三段１４７號１樓,120.6901,24.16507,(04)22369603,羅氏家用新冠病毒抗原自我檢測套組,22,2022/04/28 14:00:33,快篩販售：下午1點開始
5903291060,大樹北屯藥局,臺中市北屯區松竹路二段４１１號１樓,120.6895,24.18192,(04)22422262,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5903291079,富丘藥局,臺中市北屯區興安路二段７７號１樓,120.6947,24.17686,(04)22477301,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5903291131,兩隻老虎藥局,臺中市北屯區崇德路２段１２號１樓,120.6855,24.16869,(04)22364635,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,早上九點到晚上十點
5903291140,興安藥局,臺中市北屯區興安路二段５２號１、２樓,120.6949,24.1762,(04)22460369,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5903291159,均福藥局,臺中市北屯區軍福十三路１００號１樓,120.7308,24.17096,(04)24391169,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903291168,日初藥局,臺中市北屯區軍功路一段４８２－３號１樓,120.7188,24.17102,(04)24363150,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,無
5903291202,好心情藥局,臺中市北屯區昌平路一段１７之３號,120.6941,24.16607,(04)22335663,羅氏家用新冠病毒抗原自我檢測套組,31,2022/04/28 14:00:33,無
5903291220,佑全台中四平藥局,臺中市北屯區四平路３６０號１樓,120.682,24.19324,(04)24212792,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903291248,潔西卡大藥局,臺中市北屯區崇德路二段３１４號１樓,120.686,24.1765,(04)22416879,羅氏家用新冠病毒抗原自我檢測套組,14,2022/04/28 14:00:33,無
5903291257,新一代何藥局,臺中市北屯區環中東路二段２６６、２６８號１樓,120.7207,24.17576,(04)24364366,羅氏家用新冠病毒抗原自我檢測套組,3,2022/04/28 14:00:33,每日08:40發放號碼牌，9:00開始販售快篩
5903291266,佑全台中興安藥局,臺中市北屯區興安路一段２５３號,120.6941,24.17221,(04)22490355,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5903291275,康是美藥局東山店,臺中市北屯區東山路一段３２０號１樓、和福路２５８號１樓,120.7229,24.17591,(04)24634571,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5905010072,長壽藥局,臺南市新營區中山路２１９號,120.3146,23.30286,(06)6324001,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販售時間：8:00~售完
5905010152,謙和藥師藥局,臺南市新營區延平路１０１之２號,120.3135,23.29982,(06)6322957,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,無
5905010250,大樹新營藥局,臺南市新營區民權路７４、７６、７８號１樓,120.3127,23.30615,(06)6328300,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5905010296,躍獅新營藥局,臺南市新營區民生路１６８號１樓,120.3073,23.31112,(06)6564325,羅氏家用新冠病毒抗原自我檢測套組,76,2022/04/28 14:00:33,上午九點至晚上九點
5905020023,大樹鹽水藥局,臺南市鹽水區朝琴路１２６－３號１樓,120.271,23.32228,(06)6520432,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905030092,大樹白河藥局,臺南市白河區中山路１５３號１樓,120.417,23.35255,(06)6830006,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,無
5905040141,大樹麻豆藥局,臺南市麻豆區中山路４８、５０號１樓,120.2469,23.18382,(06)5716556,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905050165,德昌藥局佳里店,臺南市佳里區光復路２３３號,120.1746,23.16095,(06)7232388,羅氏家用新冠病毒抗原自我檢測套組,69,2022/04/28 14:00:33,固定周一至周六09:00開始販售口罩，售完為止
5905050209,大樹佳里藥局,臺南市佳里區延平路２３７號１樓,120.1783,23.1599,(06)7231323,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905060125,美麗安藥局,臺南市新化區護國里中山路１５０－１號１樓,120.3102,23.03714,(06)5909509,羅氏家用新冠病毒抗原自我檢測套組,61,2022/04/28 14:00:33,固定周一至周六早上8點發放號碼牌，並依序販賣口罩
5905060161,和德藥局新化店,臺南市新化區清水里中山路４２０號１樓,120.3047,23.0359,(06)5802518,羅氏家用新冠病毒抗原自我檢測套組,77,2022/04/28 14:00:33,禮拜一至禮拜六，下午3點至晚上8點止，現場開始發放口罩；不限健保卡張數；兒童口罩皆為平面
5905060198,大樹新化藥局,臺南市新化區中正路５３１號１樓,120.3072,23.03764,(06)5901331,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905070050,晶德昌藥局,臺南市善化區文光里中山路８５號,120.3034,23.13298,(06)5856141,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,14:30-16:00.依號碼牌售完為止
5905070112,健登藥局,臺南市善化區大成路２１２號１樓,120.3004,23.13021,(06)5831133,羅氏家用新冠病毒抗原自我檢測套組,74,2022/04/28 14:00:33,快篩實名制販售 : 週一~六 下午兩點開始 週日不販售
5905070121,大樹善化藥局,臺南市善化區民權路５４、５６、５８號１樓,120.3034,23.1322,(06)5830550,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905070158,南科健登藥局,臺南市善化區龍目井路４１３號１樓,120.3058,23.10922,(06)5836266,羅氏家用新冠病毒抗原自我檢測套組,71,2022/04/28 14:00:33,快篩實名制販售 : 週一~六 下午兩點開始 週日不販售
5905070185,宇康藥局,臺南市善化區蓮潭里蓮潭南街１５０號１樓,120.3077,23.11199,(06)5830963,羅氏家用新冠病毒抗原自我檢測套組,68,2022/04/28 14:00:33,無
5905080056,大樹學甲藥局,臺南市學甲區中正路１３５號１樓,120.1793,23.23029,(06)7820001,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905080065,生祥大藥局學甲店,臺南市學甲區仁得里華宗路３６９號１樓,120.1821,23.23223,(06)7838462,羅氏家用新冠病毒抗原自我檢測套組,55,2022/04/28 14:00:33,無
5905090025,中山藥局,臺南市柳營區中山西路二段１４５號１樓,120.3137,23.27664,(06)6221696,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,口罩領用周一至周日早上8:00
5905100035,華恩藥局,臺南市後壁區菁寮里５１號１樓,120.3356,23.37883,(06)6623491,羅氏家用新冠病毒抗原自我檢測套組,243,2022/04/28 14:00:33,星期一到六上午8:00-12:00，下午2:30-7:30，星期日8:00-12:00；口罩發售時間自08:30-11:30，下午2:30-07:00
5905100062,美尚藥局後壁店,臺南市後壁區後壁里１６８－８號,120.364,23.36509,(06)6871138,羅氏家用新冠病毒抗原自我檢測套組,212,2022/04/28 14:00:33,星期天早上視狀況營
5905140039,安安藥局隆田店,臺南市官田區中山路一段１５號１樓,120.3186,23.1927,(06)5795705,羅氏家用新冠病毒抗原自我檢測套組,1,2022/04/28 14:00:33,全日口罩販賣
5905180042,建昌藥局漚汪店,臺南市將軍區忠興里１－６號１樓,120.1605,23.2013,(06)7941889,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5905180051,晉昇藥師藥局,臺南市將軍區西甲里４鄰西華６７之２１號１樓,120.1563,23.19908,(06)7943667,羅氏家用新冠病毒抗原自我檢測套組,31,2022/04/28 14:00:33,無
5905200030,新和德健保藥局,臺南市新市區中正路３１９－１號,120.2939,23.07958,(06)5997603,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,政府防疫口罩發放時間-下午2點至8點，售完為止
5905200058,欣和德藥局,臺南市新市區中正路２００號,120.2916,23.07516,(06)5895658,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,政府防疫口罩發放時間:下午2點至8點。售完為止
5905200085,大樹新市藥局,臺南市新市區中正路４９、５１號１樓,120.2916,23.07223,(06)5892552,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販賣時段：14:00 - 16:00
5905210027,愛心藥師藥局,臺南市安定區港南里港口１４７號,120.233,23.09041,(06)5935104,羅氏家用新冠病毒抗原自我檢測套組,7,2022/04/28 14:00:33,春節營業時間請電洽或依現場公告
5905270112,昱欣藥局,臺南市仁德區中正路２段１１８１號１樓,120.252,22.96969,(06)2798970,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5905270121,安麗兒藥局仁德店,臺南市仁德區新田里中正路二段４４５號,120.2523,22.95461,(06)2498619,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5905270176,大樹仁德藥局,臺南市仁德區中正路二段１１５２號１樓,120.2519,22.97062,(06)2797466,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,口罩販賣時段：14:00 - 16:00
5905280092,元康保健藥局,臺南市歸仁區中山路二段２２９號,120.2888,22.96721,(06)2309055,羅氏家用新冠病毒抗原自我檢測套組,10,2022/04/28 14:00:33,販售時間下午1點開始至售完.星期日無販售口罩
5905280109,大樹青青藥局,臺南市歸仁區中山路三段１２號,120.2875,22.96765,(06)2300301,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905280118,和雅藥局,臺南市歸仁區民權三街９６號１樓,120.2902,22.96936,(06)2307757,羅氏家用新冠病毒抗原自我檢測套組,25,2022/04/28 14:00:33,無
5905280163,歸仁丁丁藥局,臺南市歸仁區中山路三段７３號１樓,120.2861,22.96753,(06)2300767,羅氏家用新冠病毒抗原自我檢測套組,2,2022/04/28 14:00:33,無
5905290034,大樹關廟藥局,臺南市關廟區中央路２６３號１樓,120.3272,22.96109,(06)5965889,羅氏家用新冠病毒抗原自我檢測套組,78,2022/04/28 14:00:33,快篩實名制，每天16:00開始販售，售完為止。
5905310184,鹽行健保藥局,臺南市永康區中正南路８６１號,120.2369,23.04132,(06)2435112,羅氏家用新冠病毒抗原自我檢測套組,8,2022/04/28 14:00:33,無
5905310344,昱賢藥師藥局中正店,臺南市永康區中正路１４１、１４３號１樓,120.2375,23.04097,(06)2021535,羅氏家用新冠病毒抗原自我檢測套組,69,2022/04/28 14:00:33,無
5905310353,家嘉藥局,臺南市永康區復國一路２０６號,120.2462,23.00644,(06)3121328,羅氏家用新冠病毒抗原自我檢測套組,39,2022/04/28 14:00:33,無
5905310531,晉大藥局復國店,臺南市永康區復國一路５８２－１號,120.2438,23.01671,(06)2025309,羅氏家用新冠病毒抗原自我檢測套組,55,2022/04/28 14:00:33,星期日有賣口罩
